scenario,profile,ingredient_id,ingredient_name,provenance,baseline_g,proposed_g,absolute_drift_g,relative_drift,flexibility_class,locked,main,hard_valid,score,status,material_deviation,consent_required,reason
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,40.00,20.00,0.952381,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c180_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,528.00,628.00,100.00,0.189036,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,170.00,50.00,0.413223,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,110.00,20.00,0.219780,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,60.00,10.00,0.196078,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,40.00,20.00,0.952381,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t11,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,9,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000236,MILK 3.5% · Milk · Chilled,user_specified,528.00,508.00,-20.00,0.037807,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000180,CREAM 30% · Mlekovita Cream · Chilled,user_specified,120.00,125.00,5.00,0.041322,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-001645,EGGS CHICKEN YOLK DRIED · Egg,user_specified,100.00,49.50,-50.50,0.500000,user_flavour_structure,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000270,SKIMMED MILK · Milk,user_specified,90.00,44.50,-45.50,0.500000,user_general,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000514,SUCROSE SUGAR · Sweetener · Dry,user_specified,90.00,140.00,50.00,0.549451,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000494,DEXTROSE · Sweetener · Dry,user_specified,50.00,49.00,-1.00,0.019608,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000456,INULIN · Specialty,user_specified,20.00,70.00,50.00,2.380952,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
matrix_y100_s90_c120_t13,milk_gelato,PI-ING-000492,TARA GUM · Stabilizer,user_specified,2.00,2.00,0.00,0.000000,user_technical_balancer,false,false,false,8,proposed,false,false,within_user_intent_policy
